Angle_11,Angle_12,Angle_13,Angle_14,Angle_23,Angle_24,Angle_25,Angle_26
19.23351443354188,21.817042204344176,157.7208525345874,59.14406470825946,105.63303639234633,100.80186031803301,163.7037318503598,161.70778499785695
18.513369260806776,21.836143046857945,157.01811101900987,59.57444753998041,100.9186361073024,102.99114520348587,172.99730391900889,156.19660109672324
18.167347826290495,21.549212356966866,155.15642722080213,56.74504407570948,100.49581844089494,105.3517381393821,173.2725259639534,152.25066889147388
17.534455722067,22.562113651212787,152.75070459482313,55.3774685930566,100.58853272291077,106.90188843667617,172.19953380866357,149.14113484713874
9.51954238495574,24.97367757062811,125.92162501823807,51.53260327778053,96.2324267219418,95.65612273337861,172.8214425728093,177.68618677069676
8.836179553948268,26.62304535755693,122.54106311999405,55.094928529665474,95.97416003071903,95.32427511983776,171.37148574795881,177.3445444737842
6.808439731100015,27.1664276691994,115.24877525690421,57.33237059783098,96.49082477682595,92.05640908558829,171.52255342897385,176.7893539702485
5.7416665009990355,26.728057945301494,115.93184659109319,58.33389266728484,96.09499340834117,93.41559268871568,169.7194955049848,176.21953334787108
3.9493404392402063,19.42772041800765,115.62691834117493,64.65795590271205,95.99446488376297,92.79435800357363,171.48453373880918,175.737317102416
3.370815300303531,14.014626485451002,118.07027694294436,62.65356504168734,96.77879095923663,91.93272834765511,172.1016333106347,176.62197321130225
2.9288165768100245,17.320295602515298,119.42515016636182,80.16851319789511,97.16064675229495,90.38767319547416,173.69692292710317,177.25222126002632
0.905046304868149,16.27135030801784,136.6924975685361,75.71049671644364,100.38740693115437,88.90197991108073,171.79887229590793,177.821585651351
1.3723350285074898,16.028544532889764,147.62423422612787,83.11034483274706,102.20035813501227,88.1095640098681,170.16993282090587,178.10524197671919
1.6107167112797414,20.01276485026219,153.1825173023842,75.31391500926736,103.92275136854613,87.36738076992903,168.47679055260568,177.5415149071819
1.7175445518326529,21.079324645401474,152.60351304206063,75.95236952247858,104.91636736328854,87.01676926364256,167.1661869576288,177.76376042838092
1.2231342758072705,32.00665334105536,150.15000379670641,52.97011692945169,106.80091778627741,85.28704875218669,165.99822292574706,177.16351700769562
0.869811438523455,34.93397461037299,149.33493149299272,18.767604715597937,107.13506781417325,84.301019808991,165.95043182442106,175.91458508822336
0.5478091730772792,37.344481289348415,145.3993781379654,17.888812559242588,105.7860338545147,85.3699805736046,166.29517316060105,177.29284374857534
1.5398605353560397,40.018898463001854,146.37231680291006,13.413399698323245,98.25940632773512,86.34215326156973,166.44876684559955,177.05286734129768
4.142817521900491,40.7252682164637,148.04450979593824,11.708035522587672,52.41098080904521,119.88225530340445,178.27833417810558,179.9176027086352
4.575704932661458,43.816193353657695,146.37296859746158,9.218861533847514,83.82865895649638,103.72510012653407,174.50337698501716,179.18209732173418
0.6604808632909593,41.81735108231297,144.22010440378594,33.69838767556985,20.257771307807683,163.92436160400536,175.58345002167954,178.6132797994883
1.6778809881148424,41.66579190339229,132.9437521006837,73.49596803165176,101.84455664602723,75.85158586878717,172.9753265327584,173.3572266935356
1.2772819062342073,40.297599510570535,138.18973418673514,90.49480888162765,108.65313721679598,67.63071893063265,175.0949631103533,172.59779427566878
5.880321105592584,27.874504215157867,129.943980899813,115.05764141199354,106.11386447872147,70.61792308378216,172.8222871768146,170.70443294480893
8.585748343588445,25.90976284492292,125.77653462728532,117.29717957625562,100.9529607151834,74.44463048915216,175.29895735188015,169.60997187629366
5.359469237271857,23.06044915772822,96.0805352649985,120.32585215542633,110.97161624164988,63.174515548101304,175.57957701304863,170.70897228867932
1.1243548921363737,19.247789879291805,113.83190705970411,126.14841325595701,102.81501642961838,83.77068203504167,173.87641138838922,171.53367718096894
1.8450103594048428,14.500083826295853,133.2140386465874,129.16993802406876,74.2682498423957,116.1223869361354,173.55894812668623,161.4570780546692
1.8878283023565265,9.556138904493467,139.0543501322969,134.48108034078427,80.43399162701033,108.8223798348167,169.76865150938053,160.18725064065472
8.120881005948148,1.673010857840244,70.92451753799838,145.72082483364878,51.69170061605461,129.93223286933164,174.35677500969052,170.95447844739957
5.086379544281932,0.9447334942904406,79.49961090973888,151.51899653319848,62.5442407640254,118.36436467214315,170.55532986808706,167.7876803029355
1.4190330738011139,0.8817478898682557,167.1931060500871,155.42875228023314,69.00045673058484,113.1030852869834,172.383738042564,167.52915204093105
3.815936934231225,0.9846352254567577,158.19939449215596,157.0578139533319,74.99807812532804,104.73623816975359,169.77368551144247,168.70626023672395
11.917603569736638,3.716909098885368,100.92117319669339,161.491867969306,81.87246747237172,98.5819107554257,168.02224213521325,167.01268658204256
14.483601450807704,0.04847411305406907,35.162584580801585,153.09966007298175,72.73910601070433,110.43782235412391,169.343132847913,164.04619999406432
10.434409369133821,0.7954234894840778,53.515582021960824,153.160901774428,82.80212444275739,99.6161707058773,168.24410132019503,163.60188090342908
6.760567201138763,0.7113675507825368,127.69979695341544,154.25005654023082,168.01848571412583,13.457157474849073,171.41121419174846,168.8364685643415
