Angle_11,Angle_12,Angle_13,Angle_14,Angle_23,Angle_24,Angle_25,Angle_26
VID-20250115-WA0038.mp4,9.176413405706802,14.92770983697869,175.77957128852856,170.0438593417073,97.65512940050108,81.32353209726038,164.29431651943696,165.68231846252627
VID-20250115-WA0038.mp4,5.488115803708946,18.12303217831479,168.60078454731018,170.21465329667964,94.46438004946965,84.91153592209356,166.80960543706976,165.36016320220529
VID-20250115-WA0038.mp4,4.7128559233210705,19.454097830707006,167.09824736186303,170.68124818908657,93.590790511751,88.37210040699895,167.02193137887303,169.397823382529
VID-20250115-WA0038.mp4,3.7787227214590517,20.06640655842315,165.40772332428494,171.22568975546056,92.80585382240646,89.95099175969948,167.52248701436065,171.06904884969873
VID-20250115-WA0038.mp4,3.336852836357836,20.353488993611027,165.26259667423716,171.6953718642374,92.1939307159998,92.02831251457938,168.22911887929203,174.5050227087595
VID-20250115-WA0038.mp4,2.862631067381065,20.53570426031346,165.18828968513188,172.37765989624452,91.66054192681285,92.9982903284497,168.2528901213894,175.97811600262625
VID-20250115-WA0038.mp4,1.5741077139065374,20.67334015502469,164.07291029431593,172.41465160676952,91.59304977340273,93.21531539102502,166.86936183259164,175.6682086357627
VID-20250115-WA0038.mp4,0.5515443525372122,21.547752827764583,161.98312152638135,171.7247692784703,92.5818726865183,92.61738948022276,166.57904294123864,175.88253794864494
VID-20250115-WA0038.mp4,1.378423214241249,21.63860615961667,163.04086275909478,171.9785042086479,94.07382198391409,82.92576431149118,163.3540237407207,157.13624071238672
VID-20250115-WA0038.mp4,4.896357570914156,21.6495341212029,166.38573789580067,172.20083253968778,94.24629709577759,78.85923278226252,161.15222635795692,149.65002193667053
VID-20250115-WA0038.mp4,8.474459883137333,21.70554018899857,165.0188868860536,175.17840883485937,93.74793448849138,85.79111743591574,162.12526276250946,163.379669436474
VID-20250115-WA0038.mp4,12.936530820639344,21.43439023756855,166.4994664065186,179.72953994519463,93.25862146448964,87.07274502145691,163.33618590380055,167.00919724401038
VID-20250115-WA0038.mp4,15.159420708871782,24.23846135510724,167.21401626029092,179.58318323251407,93.37979878649456,86.02994464811133,163.2492981387684,166.14396449610823
VID-20250115-WA0038.mp4,16.041562240112896,28.784542323874838,164.3234585129634,177.47371280725028,93.4571823260628,80.60948290553029,161.67883401718032,154.94992464511876
VID-20250115-WA0038.mp4,16.292901866776237,36.44361239168505,160.1585470821519,168.80958497962115,93.99151855180565,81.10368101943835,161.30942885919345,156.3935814857503
VID-20250115-WA0038.mp4,19.740210349804666,42.33716614536867,158.95528653937927,166.32754279072338,95.21940222567275,80.57163807922953,156.64285773283288,152.1393850116662
VID-20250115-WA0038.mp4,22.82629546782926,46.44393156020116,154.95944495089543,168.9543995470075,101.43197978836224,80.22234759218988,145.35762431481504,136.44493643047502
VID-20250115-WA0038.mp4,25.79968074444431,53.706871403087355,151.98792591042917,167.2218229417529,103.8814209075598,78.5406263616633,137.3011129241429,87.8284959918725
VID-20250115-WA0038.mp4,30.003761436486947,60.19705482196913,152.52820888906786,168.55382534694675,104.33828181310523,79.26671145763315,144.52937644921323,126.66284533251141
VID-20250115-WA0038.mp4,35.60860760821521,66.74093143283511,155.63200925128692,170.8024108952842,106.19556304206458,77.69185597233142,148.35285668087164,139.74179085816994
VID-20250115-WA0038.mp4,41.1447799421378,72.99406310931562,154.2078856910674,171.99880780036432,105.67927377230254,77.56008102844021,153.86329629209354,134.42804498014914
VID-20250115-WA0038.mp4,46.351771990347714,78.17930613089808,155.37598798169785,176.76666657531703,103.46933800697934,79.09495598920155,157.68322231215612,133.05504576512686
VID-20250115-WA0038.mp4,50.440644283892354,83.10583379946988,155.5002910875207,179.95067989181595,104.61242529140603,79.24255066205482,156.03800352192664,122.31718944700134
VID-20250115-WA0038.mp4,54.86966954055922,89.1113052179279,157.87558300001626,175.00997918328292,108.03277219341871,81.86092834686256,145.2419301604044,127.35283827702182
VID-20250115-WA0038.mp4,60.36888502623595,96.3165272144651,160.45884619395645,174.4029885591459,112.6939172909612,89.64012463458889,139.30375183190753,113.84149672487158
VID-20250115-WA0038.mp4,63.4498847542687,101.32082184216354,162.07291949754784,171.997871548534,112.58115847195388,98.80147709324594,126.10019217733006,134.18803357493175
VID-20250115-WA0038.mp4,64.89269651163004,104.67928736991003,160.7653315921698,169.8456417489934,111.11001087641694,99.68897486274076,119.58007307980611,138.74208875392287
VID-20250115-WA0038.mp4,67.69145731957909,108.97447086812416,162.36761382192557,171.54146322594121,106.7903413448768,107.2435067876322,121.43166146734308,139.98222309758893
VID-20250115-WA0038.mp4,71.92076053363994,111.42115064332855,163.64309579720435,169.90853831393565,100.60807630166178,99.07870566790609,147.67686539905333,126.37476327788534
VID-20250115-WA0038.mp4,75.46495329706485,113.91706018781895,167.16846415359564,170.9671866594112,97.2089863531945,92.17282952720485,156.53563930788602,128.7791759921062
VID-20250115-WA0038.mp4,78.42665159460928,116.0631106536116,169.11380340206608,172.52866497737259,93.75661879282264,89.89229016446356,163.86374778684018,135.68344073047004
