Class,Sequence,Angle_11,Angle_12,Angle_13,Angle_14,Angle_23,Angle_24,Angle_25,Angle_26
3,180,9.421369517,8.640111065,173.4073439,179.3112483,89.26238795,90.16927609,178.7923394,178.8903568
3,180,9.373427791,8.531905676,173.4338413,179.3532257,89.61530713,89.79337261,178.7339895,178.9024411
3,180,9.418362998,8.579510709,173.3739404,179.5040369,89.60201512,89.87888756,178.8186784,178.4124463
3,180,9.399973735,8.667554731,173.0824904,179.5228932,89.57423294,89.89234123,178.7812807,178.2484311
3,180,9.174280597,8.911149029,172.3419753,179.899718,89.14610105,90.18334405,178.5754908,178.6422118
3,180,8.581750595,8.851350643,169.9324142,179.6895254,88.91494734,90.37321166,178.6000068,178.7805561
3,180,7.849405105,8.868450144,166.7421295,179.2849485,89.71743003,89.57152051,178.5251117,179.337786
3,180,7.508431325,9.155627492,163.4597809,178.2284195,92.83671163,86.64273509,178.7130192,179.6290524
3,180,7.529404543,9.375939723,162.0130211,177.3154007,92.75332873,86.76155833,178.9687385,179.713014
3,180,7.633370063,9.459885413,160.1097207,175.2467234,91.76736153,87.66742533,179.5408233,179.9218072
3,180,7.791928559,9.507593099,169.4319034,176.5606347,91.29700542,88.15831625,179.6426036,179.9696826
0,3,7.046711009,9.926724981,161.0782616,176.017481,91.2500105,88.41895923,179.6446707,179.7527157
0,3,8.134765852,10.11536804,52.97679282,22.87436795,90.77772774,89.08291821,179.8143303,179.7526565
0,3,9.052278391,9.348544846,45.24469316,30.191558,91.42692231,88.63357844,179.7986451,179.8878229
0,3,9.946140413,7.779600213,27.71030744,29.78985078,91.70713814,88.48233361,179.8438131,179.9764912
0,3,10.46738814,7.704370758,21.63290357,20.76179335,92.97755574,87.29937122,179.94048,179.7243184
0,3,11.27645209,8.091635148,20.3354384,17.31386762,93.88124463,86.42772513,179.9979269,179.6889874
0,3,11.02923673,8.028167282,18.90801501,14.60465806,93.61165852,86.70789515,179.8726836,179.6129345
0,3,10.21531108,7.812310376,15.05793782,12.74161543,93.34119241,86.97517874,179.6085886,179.499818
0,3,10.58820699,7.888622003,6.96372536,10.17856333,88.5742304,91.68710157,179.8464692,179.1289901
0,3,9.616848612,8.156758099,2.826230768,6.367472349,88.76974007,91.53936744,179.9010017,179.1744007
0,3,8.931321854,8.365479405,2.591831336,5.358652224,87.61746529,92.70560981,179.9477652,179.9374631
0,3,8.390878374,8.510636446,3.162461105,3.41699799,87.0784914,93.25590863,179.3361239,177.1026263
0,3,7.850438582,8.583226831,2.200205801,3.377141907,85.82852321,94.44621624,177.8029367,176.2682267
0,3,7.765255432,8.655988478,2.235022524,5.214984045,85.99528709,94.25428754,177.7006995,176.5461625
0,3,7.815399876,8.376410438,3.616521511,7.252565412,85.88074908,94.2463688,178.2116457,177.574658
0,3,7.652076558,8.28522229,4.116130972,7.881493753,85.67515173,94.19051879,178.5128207,178.1284684
0,3,7.476692155,8.176474038,3.785312198,8.523678616,85.601813,94.05398663,178.8722767,178.4602013
0,3,7.470991975,8.170661913,3.789355871,8.238372987,85.56496903,93.99717096,178.5807479,178.7916226
0,3,7.525136461,7.894750934,4.042568075,7.887196129,85.31034991,94.18565624,179.0723739,178.9075273
0,3,7.48939179,7.77915018,3.728890005,7.753725373,85.17250697,94.27287162,179.3154614,178.9181072
0,3,7.493583953,7.803715532,3.429183927,7.758910396,85.14264697,94.23491462,179.7447493,179.0108949
0,3,7.433607403,7.845550345,3.131539078,7.997197326,85.27237743,94.05479772,179.8221876,179.001694
0,3,7.334147992,7.705593003,3.13301711,8.05800556,85.28836796,94.04485782,179.3648612,179.0088488
0,3,7.096312226,7.506520568,2.816485611,7.827186056,85.33589068,93.99077474,179.2922363,178.9310122
0,3,6.93710563,7.486030948,2.576779399,7.875127566,85.29290997,94.01188729,179.2078002,178.9035966
0,3,6.940812117,7.427756418,2.572176041,7.672615497,85.58435937,93.67536168,179.1731467,178.9074563
0,3,6.545199218,6.430000577,1.335545816,3.12184227,85.07210798,94.0614199,179.4280342,178.9245257
0,3,6.369211352,6.203915912,0.901643153,2.493317107,84.79525204,94.34011491,179.5040097,178.8790323
0,3,6.302343175,5.849733321,1.285455233,2.32395034,85.906479,93.11144743,179.5699205,178.7715777
0,3,6.175036256,5.789671159,2.007969677,3.092693765,85.84435088,93.22072089,179.5489608,178.6219056
0,3,7.546565252,5.80025232,13.44859136,6.331082853,85.05153703,94.07199032,179.482082,178.6136457
0,3,8.329998323,6.235030401,18.17754037,12.33613154,86.00025572,93.16339375,179.3783035,178.4972266
0,3,9.477270419,6.120799222,21.60256456,15.81296338,88.34525394,90.86985605,179.3962744,178.2365368
0,3,10.07604097,6.059361275,4.883238996,22.73456286,91.01736281,88.28397793,179.2523793,179.5389796
0,3,11.05649459,8.497550275,13.25599269,39.0249823,92.06770998,87.28326871,178.820964,179.763694
0,3,14.23718831,8.71755828,24.15896266,37.28971035,91.63328128,87.84069723,178.7267716,179.4860446
0,3,14.24818303,8.677969658,128.7052233,62.45441282,92.63555429,86.85407509,178.6931843,179.4238925
0,3,16.03957499,9.97421675,68.05893932,43.43820055,91.82470403,87.72120274,179.0123613,179.592906
0,3,15.17862754,11.01085066,46.71200883,52.81471805,91.5531017,88.00370836,179.0238405,179.6768121
3,180,12.54117469,11.05866302,155.3759617,165.8355836,92.27096398,87.0769479,179.0725763,179.6385101
3,180,10.99969055,10.81784264,159.345832,173.3790327,91.85671354,87.49377484,179.1920595,179.6252603
3,180,9.98054392,10.58908327,162.5043182,176.2251329,92.06528731,87.20948083,179.2026399,179.8115027
3,180,8.485397779,10.31788083,162.2784381,178.204963,92.96996134,86.20066964,179.205418,179.699059
3,180,7.65122472,10.18548042,163.8919905,177.4693905,94.3848109,84.61684638,178.8000267,179.3666312
3,180,7.46979079,9.986426843,164.5432954,176.8684895,94.27424865,84.59116594,178.2692971,179.2478801
3,180,7.636593375,9.85700224,166.1912543,176.7077007,93.86478632,84.89556581,178.138502,179.2245655
3,180,7.568606119,9.543201326,167.760451,177.67539,93.576309,85.20823821,177.7880145,178.7962814
3,180,7.605287228,9.413040625,168.5557565,177.7885175,93.20104715,85.46363515,177.5774337,178.6976318
3,180,7.654756297,9.289516692,169.9142912,177.9005296,93.3349379,85.3213576,177.4040946,178.5756031
3,180,7.676513926,9.210681672,170.2805904,178.0503479,93.71453915,84.98726707,177.3391514,178.3878528
3,180,7.806307511,9.168196402,170.986746,178.517743,93.76238348,85.13645711,177.3218606,177.6213655
3,180,7.820177914,9.038670804,171.4488359,178.4862605,92.99215608,86.0685995,177.6204432,177.6115465
3,180,7.825230829,8.943018453,171.7025514,178.5234426,92.70919412,86.46000339,177.7640889,177.5197962
3,180,7.896434666,9.022199385,171.9376691,178.7548261,92.81924917,86.42599067,177.8572384,177.5614718
3,180,7.932322324,9.196320234,172.0785426,179.1769595,93.0404517,86.30582796,177.864244,177.6028727
3,180,7.964560336,9.222168225,172.1530608,179.1860492,92.96346456,86.38853814,178.029366,177.23935
3,180,7.965467744,9.261971853,171.9403981,179.3279197,92.54771683,86.78896025,178.2987827,176.95893
3,180,7.964895164,9.243536884,171.863174,179.24417,92.33960647,86.92422514,178.2358873,176.6972166
3,180,7.513018614,9.281188292,168.9768866,179.2248417,92.26194976,87.02630656,178.3761253,176.9064316
3,180,7.381626365,9.480647108,166.8424247,178.1132942,91.94969945,87.42798575,178.4272064,177.8490512
3,180,7.48827931,9.597989501,164.8982854,177.2922065,92.37150803,87.05214658,178.4990769,179.1386626
3,180,7.567167897,9.763771306,164.0822029,177.5175786,92.10817634,87.44733712,178.8158593,179.8355777
3,180,7.625624774,9.862088264,164.1557803,177.6103572,92.05652043,87.6103733,179.0376779,179.7136136
3,180,7.27301759,9.953355993,163.1126684,177.2991916,91.02555775,88.52090276,179.135489,179.4537743
3,180,7.251701982,9.88372679,177.664734,178.4563585,92.56578111,87.12246548,179.1203399,179.6929294
3,180,7.361632983,10.02071237,172.9818988,177.0493629,92.68601878,87.14215809,179.2505586,179.620514
0,4,7.943478048,10.85218941,65.29846973,4.639777781,91.64882712,88.4573203,179.8201044,179.424671
0,4,12.64801774,12.10379231,55.15105361,17.19644192,91.99686126,88.23642348,179.8671205,179.6246012
0,4,18.52616222,12.66929775,50.79524262,28.0914145,92.32902328,87.88291508,179.8511272,179.9252968
0,4,16.64470111,13.66293055,61.99738905,27.19948704,93.50666201,86.61417631,179.8375287,179.9074158
0,4,16.89315062,15.01941559,7.678661065,26.90214149,95.61636523,84.52363513,179.989637,179.997957
0,4,16.59216326,9.917998181,4.218338875,25.86304782,94.4872914,85.62930295,179.8334549,179.8812001
0,4,14.28612181,8.204034971,3.666783189,20.76287362,93.98673621,86.20020385,179.6223325,179.8953332
0,4,13.09325759,8.246674962,6.296562828,16.95149807,91.37352796,88.76179373,179.5031287,179.7707348
0,4,11.61072335,8.693095062,8.163964209,16.25237428,89.95372663,90.13840262,179.3298576,178.848707
0,4,9.937207194,7.801312994,13.59110097,12.30045271,86.19997341,94.09898469,179.3264699,179.259481
0,4,9.127809543,7.37030498,8.748167614,10.96433915,86.56966638,93.85657231,179.2956574,179.5635718
0,4,8.976807413,7.37045829,7.239406835,8.676860277,87.25171874,93.27380202,179.2848162,179.8837979
0,4,8.926444825,7.503356602,5.202459133,7.850896455,87.22265208,93.31043582,179.2995504,179.7677175
0,4,9.028291978,7.779558161,2.271951132,2.684645786,86.81050038,93.58591051,179.4963463,178.0813886
0,4,8.522931028,7.83360434,1.619836333,1.678948247,85.68035673,94.51384906,179.5028566,177.9851564
0,4,8.007727264,7.775550215,1.202088698,2.727423784,85.76271752,94.38516743,179.6491374,177.5968085
0,4,7.756001355,8.115416647,1.864510058,3.607606863,85.7574071,94.31486964,178.6285257,177.3019478
0,4,7.636844465,8.378328383,1.091830787,5.293728971,86.24182582,93.78796997,178.7926147,178.5616638
0,4,7.425146607,8.397115622,0.085488375,5.596641759,86.5151697,93.44598585,178.9354743,178.729056
0,4,7.38338506,8.538556272,0.761086698,6.122872601,86.69152072,93.27480099,179.0584739,178.7826251
0,4,7.460443131,8.567105741,1.187872912,6.436791015,86.80390572,93.15294673,179.170266,177.8163352
0,4,7.243259689,8.400869413,0.744573229,6.749177812,86.25108185,93.67523764,179.1370298,177.2882042
0,4,7.247525076,8.232181807,0.97329301,6.808932224,86.3338483,93.50335967,179.1201344,177.3497877
0,4,7.347175649,7.853554979,3.452422138,6.911019601,86.31522367,93.42354718,179.1831964,177.5688719
0,4,7.312031093,7.58753866,3.580212494,6.360290794,86.47223378,93.24707399,179.1922167,177.5542285
0,4,6.987624501,7.158619147,3.747753646,5.417164341,85.71489218,93.96421616,179.2677816,177.5860977
0,4,6.912517415,6.973778201,3.88268264,5.172282137,85.7284337,93.9086916,179.3520685,177.6315602
0,4,7.041033527,6.495135541,5.766473369,4.54833302,85.90602686,93.73439431,179.1184234,177.5375873
0,4,7.2502984,6.244845676,6.687834332,4.836921778,85.99817866,93.71797058,179.0793926,178.5756865
0,4,7.147549777,5.921715565,10.50331621,5.215511881,86.23297824,93.46366865,179.6365527,178.5789654
0,4,7.161899301,6.071587386,17.82496021,6.880021171,86.5141101,93.16702632,179.6397611,178.9318245
0,4,7.563481164,6.967718873,18.71080611,11.90819767,86.95615221,92.62607415,179.6947298,178.905215
0,4,8.686423901,6.794223657,22.75442692,15.24354711,88.60318741,91.05170172,179.7013947,179.0994149
0,4,9.862430728,6.713391685,20.30933857,17.03352566,90.22606908,89.54213996,179.8423827,179.4563188
0,4,18.97958445,10.33625095,34.65313084,21.99705354,92.10959539,87.82523047,179.6448817,179.6669506
0,4,20.14292476,16.75277674,28.89566121,27.09004413,92.75988341,87.01624695,179.6683271,179.8513538
0,4,16.70554523,14.92221353,42.26024495,47.87350973,92.80936291,87.06041237,179.8209337,178.8603652
0,4,14.89165557,13.56805749,158.1265762,71.49043536,93.07277542,86.88262113,179.9405902,178.8640033
3,180,14.0119747,13.86139085,70.46858821,87.95868902,92.34412508,87.72542461,179.67868,178.9770708
3,180,13.41950011,13.94228196,90.07671585,114.6746563,92.43845013,87.60557869,179.2998176,178.8457553
3,180,12.95928189,13.86235211,142.4837211,127.8007972,91.93199395,88.12219396,179.2503137,178.6105793
3,180,11.3819343,12.86081453,161.434203,161.8293718,91.73619421,88.37572923,179.2484658,178.6994337
3,180,10.76960385,12.66434275,161.4565995,163.8812159,90.68941841,89.40983064,179.1761701,178.7210518
3,180,10.82564065,13.38110143,174.5764573,169.8368543,90.7972454,89.23954108,178.9558576,179.8542376
3,180,10.80230843,13.42879283,170.2155929,172.0730727,92.18681549,87.88706361,178.7809929,179.2942481
3,180,10.79574458,12.9334458,169.3202961,174.0742352,92.06539207,88.02388658,178.7674504,178.1042391
3,180,9.510093852,12.5142358,168.3676583,175.5138823,92.03289056,87.92544509,179.179926,178.1871
3,180,8.368768301,12.38957944,167.7323502,175.8970034,91.11628147,88.685536,179.6193148,179.9841408
3,180,8.069011193,12.15665746,168.1846541,176.2827167,90.65157964,89.12038358,179.5215289,179.0261847
3,180,7.85884407,10.75307771,169.7242466,176.9007779,91.27920104,88.38144162,179.4320716,177.758958
3,180,7.711811181,10.1728765,169.8820008,177.2511465,91.09002141,88.51116979,179.3307287,177.8068772
3,180,7.693249261,10.05283209,170.3673298,177.4077161,91.06608771,88.5434789,179.2235244,177.4399739
3,180,7.689904598,9.760722456,170.6422187,178.1077789,90.19443104,89.29739693,179.1089818,177.141961
3,180,7.716793415,9.728571661,170.4023327,178.4579216,89.69561593,89.74425585,179.124558,176.9746604
3,180,7.654141875,9.731675,169.7748452,178.8052543,89.08229334,90.25431243,178.7595013,176.9821992
3,180,7.660302949,9.774348401,169.3982297,179.0032,89.19443735,90.11768419,178.696389,176.9925122
3,180,8.688436608,10.26619842,166.731263,179.5673284,89.18860741,90.14064453,179.2208633,178.6248529
3,180,9.028599532,9.851802687,162.9334044,177.3304724,89.10423998,90.26183264,179.5610591,178.5617294
3,180,9.130887089,9.402653858,158.4356208,173.2495035,90.41977137,89.02502131,179.911737,178.5996226
3,180,8.852165259,10.27246595,155.7875638,176.6279593,91.98635446,87.58957488,179.9298336,178.3625276
3,180,8.734685487,10.02767551,159.1253088,168.1098053,92.40286006,87.35635822,179.7080588,178.4795195
0,5,13.82768793,9.484774778,31.83503059,38.82638164,92.36247168,87.58756286,179.4136716,178.6201498
0,5,14.75676949,8.100971117,27.62235807,34.03620993,93.01316891,87.03227508,179.8224656,178.6350741
0,5,15.47923888,7.186727479,61.02989606,24.92512894,93.14000555,86.98863961,179.9292952,178.6661784
0,5,15.36983473,7.05347038,0.576999613,18.39542414,91.57264552,88.65602781,179.7935512,179.7238999
0,5,15.58170003,7.046077766,16.93795441,15.05733457,91.39657681,88.79155169,179.8103077,179.3335707
0,5,13.74217436,7.028600949,12.1019152,13.02410814,90.60400625,89.57867173,179.6055266,178.989873
0,5,11.96601852,8.436430229,15.78924214,12.89423568,87.69361415,92.51278693,179.3608241,179.0624154
0,5,10.23874513,8.668105471,16.47972189,13.40764308,87.75834979,92.40370026,179.1497492,179.3902007
0,5,9.345463211,8.56027808,16.95515528,10.54224699,87.90469107,92.18410547,179.4259032,179.3427362
0,5,9.11167645,8.667955813,14.82732145,9.863724945,87.93036548,92.02007536,179.5463421,178.8350688
0,5,8.542316492,8.42738164,13.21632262,7.578014676,87.99251102,91.91843405,179.7340162,178.7373744
0,5,7.962686814,8.351243249,9.942222004,5.918504335,86.78542615,93.05372644,178.7563965,178.5479941
0,5,7.131873689,7.985681949,0.158438497,3.71616538,85.77547449,93.74705037,178.4852471,178.807802
0,5,6.583357913,7.841270953,1.224149281,4.034894653,86.28570118,93.227966,178.507405,178.676371
0,5,5.880042694,7.649505596,1.629879804,5.112466453,85.67247285,93.69922598,178.9434315,177.5291593
0,5,6.105194819,7.684793076,0.96135326,6.476102794,85.59334452,93.75339628,179.0072208,177.0668228
0,5,6.071106307,7.819708758,0.17177852,6.98619491,85.91137377,93.40133467,179.1178946,178.1171391
0,5,5.798669138,7.926236221,0.290290015,7.201817215,85.94753357,93.23714823,179.2940661,178.3719318
0,5,5.982669906,7.809973935,0.356159061,7.23433464,85.91475794,93.27527551,179.4219183,178.2585981
0,5,6.059757775,7.204091567,0.976660189,7.653878911,88.29343801,90.82561973,179.8715128,178.2044334
0,5,6.003100395,6.98954815,1.711193402,7.944440824,88.20296644,90.89337014,179.9566975,178.3102603
0,5,5.76333959,6.553934723,1.889805513,7.753829906,87.57849391,91.42785025,179.9473183,178.6290274
0,5,5.795676965,6.490814436,2.038394359,7.850420258,86.72164012,92.22486623,179.8938507,178.827466
0,5,5.746565975,6.378449303,2.133325634,7.98573419,86.58566876,92.33860139,179.753434,178.8690459
0,5,4.727331781,5.960197456,3.45192733,6.947616779,86.83991562,92.30865485,179.7315483,178.9356374
0,5,5.12310649,5.949586218,4.907314595,6.91731263,87.0757252,92.15930462,179.9320908,178.8212466
0,5,5.516621945,5.796057659,6.078260856,6.825775782,87.32580338,92.11872657,179.8485372,178.7927472
