Class,Angle_11,Angle_12,Angle_13,Angle_14,Angle_23,Angle_24,Angle_25,Angle_26
0,18.50997314,52.45138312,74.84160334,6.867596133,70.83249027,127.5202375,144.9942149,116.9512843
0,16.34722916,49.33636232,73.29790419,7.110764047,72.66782868,125.8145518,149.4218312,121.0203566
0,14.93828917,47.46291629,72.71125734,7.446752141,78.36757383,121.9480382,158.5921815,128.4209256
0,15.40378034,46.12008528,74.1599149,6.598612102,82.79628527,117.6893921,165.5989035,136.4409283
0,15.82080213,45.24476119,75.27677556,7.458278208,85.76876383,114.8189342,168.8702316,140.3745125
0,14.68670585,43.70842366,75.47815138,6.299062659,88.32716981,111.8547766,172.3965509,143.3271559
0,14.42601158,41.40662069,77.06345557,6.304847836,89.46142765,109.5315004,172.33635,146.3021936
0,14.04014405,41.26109435,79.20800557,5.037171565,91.56732986,107.8392775,175.0617025,148.8241173
0,13.83880026,41.83818999,79.92370193,4.030842204,92.61776373,105.2780395,176.3340459,153.1109233
0,13.57085526,42.15558877,81.03401783,4.187480521,94.20911587,103.850228,178.3208188,156.1146648
0,13.868801,42.97925342,81.84065503,5.332148544,93.94059576,103.1258124,179.6819804,159.6379979
0,13.74821533,43.99460662,81.99279657,7.511330479,94.52407049,102.1937414,179.4318382,161.0991296
0,13.07042052,44.13661065,82.56583953,7.133160403,95.49087111,101.2455553,179.0361167,161.7781345
0,12.13201845,43.21865748,83.03226974,9.456115294,96.208824,100.4889734,178.2031446,163.3202824
0,10.43779069,42.24093073,82.44283691,12.17279156,97.83586192,98.87978963,175.276751,166.7371819
0,8.989594995,41.5392503,81.51026759,13.11455649,100.2634719,97.85452911,169.9907856,169.46652
0,8.418857013,40.36916502,81.56197608,15.88107319,100.9934555,96.96530517,168.2404353,171.7654708
0,7.67977519,39.17069844,80.81766361,15.49121585,101.2333642,96.63108796,168.6923436,171.8834196
0,7.49729838,37.98632703,80.58252852,17.63030959,101.3524321,96.71962283,168.783047,171.6928285
0,7.392346553,38.19810628,80.20504769,14.44466787,101.1139125,96.87594239,169.4911884,171.3189309
0,6.997208749,38.28690145,79.75082692,12.73518375,100.8845073,97.05086778,169.9662835,170.8813424
0,6.623075605,37.98426889,79.34321669,13.41080789,100.8953405,97.18859744,170.0938536,170.5144279
0,6.176852379,38.10121585,78.44984592,13.22029057,100.6308653,97.46313838,170.2705174,170.2833213
0,2.806497337,38.85700526,74.17964135,17.40937177,98.04501398,98.51309243,177.43911,170.60734
0,3.149346873,37.43900703,73.97924585,14.68712584,97.79447002,98.93092451,176.4609509,169.5796496
0,3.968371956,37.42875056,74.75924741,10.18089683,97.25530533,98.81917594,176.5037306,169.6266141
0,4.643348238,37.55091097,74.64965306,9.615090631,97.09387769,98.82937049,176.7685688,168.8151179
0,5.648430844,38.10791453,74.98166584,10.21817694,97.39229944,98.52051451,176.7437134,168.9203612
0,6.394667057,38.26518435,75.76733459,9.637059503,97.58889953,98.42976113,176.705171,168.7742848
0,6.617287448,38.19475921,76.05408184,11.41590015,97.72500787,98.59795157,176.2552222,168.1163593
0,6.994986941,38.21256704,76.19285224,13.06422662,97.58173412,98.89618146,176.3133385,167.5335412
0,7.827399624,38.10749151,76.49089709,15.72260054,96.95827909,98.87594501,177.0296626,167.5218117
0,9.424107402,38.16139506,77.31769667,15.88524575,96.37153424,98.76542984,177.6786553,167.7397069
0,10.68896347,38.37368898,78.03577858,17.29748442,95.92844038,98.10565142,178.3472205,169.1669336
0,11.3272528,38.61961068,78.37907462,19.8351644,95.46272985,97.801603,178.7693675,170.0927648
0,11.84668028,39.13037596,78.82859521,20.23075864,95.08595282,97.84553965,179.3745892,170.2275667
0,12.47419679,40.07234341,79.2374513,27.3771874,95.01665743,98.12535276,179.5407085,169.8198251
0,12.88657466,41.18368361,79.56704599,31.32877778,94.68222352,98.56697089,179.8857788,169.1778992
0,13.58758744,41.67586144,79.8215675,29.74235005,94.19243774,98.83820811,179.1241738,168.8996782
0,14.6247524,42.49075113,80.32329488,29.74728462,93.33349834,100.0557039,178.2979677,167.7354539
0,15.60534185,43.03214195,81.17359139,33.95965058,92.53337976,101.4287101,177.6172854,166.0635221
0,16.81416291,43.50256161,81.44663654,49.40894314,91.25654692,103.3037526,176.8608982,163.4002995
0,17.4854074,44.8245541,80.91308643,44.55717846,89.90758964,106.1942802,175.6975991,159.6167077
0,19.47270536,47.24093606,81.03175259,39.78716726,87.20771495,112.5595581,174.4530827,152.005412
0,21.60397762,49.57791719,81.47250366,34.02187026,84.7528493,118.5012274,172.0534403,143.6481168
0,25.22963427,52.59464124,82.77960688,29.13089723,81.78309289,122.4955338,170.1418659,138.8627891
0,26.56849198,55.57726987,83.00455132,28.31400617,79.77911439,125.3639632,168.6032651,136.4448347
0,27.36113443,57.12334586,81.8916063,26.07757456,77.2442756,127.2143321,165.114762,134.4349924
0,27.72066338,57.57574298,80.19405311,23.98514284,75.59977818,129.2566782,163.5137771,131.4016021
0,30.2770122,61.03540288,79.76984255,25.7035337,71.30870054,133.9493818,157.9128257,123.2303539
0,33.47336191,63.26376592,78.68108609,26.64698628,66.41582492,137.1832863,149.2869308,116.0596305
0,36.5858279,66.18819308,81.66673166,28.33280023,63.18221004,140.0125341,142.8443016,110.2092089
0,38.81210057,69.82275776,83.49566459,29.70954054,60.46559375,142.0248711,137.6789135,106.14532
0,40.93926519,73.23538349,84.86599691,33.17760431,55.64022044,144.4004509,129.1541122,102.7089059
0,43.19190611,73.8576854,86.38301488,28.64344425,54.08943854,146.2333294,127.3864224,98.80249081
0,44.95811357,76.66096147,86.43865872,28.38375668,51.425119,147.3454456,123.1703271,97.16843896
0,46.29588596,78.06789287,85.23169693,24.98352051,46.72992462,150.6302798,115.5914084,92.0168941
0,48.72160798,80.23494994,85.49666738,25.69621109,43.86192613,153.905361,112.2224573,87.30377088
0,50.24208726,82.04137213,84.86985329,25.54447826,43.19316776,155.400006,110.8866909,84.26357668
0,51.68518777,84.19109829,85.04414347,25.10554115,41.88949422,157.0571246,108.6000921,81.58304486
0,52.88778094,88.38604908,86.41223547,24.67509556,40.91614761,158.2967931,106.2487441,78.62148786
0,53.56244577,88.48836675,86.0540344,21.01845845,39.38767837,160.3589137,105.6222507,76.78462582
0,54.05852156,89.40628792,86.4530582,21.41761173,40.22941894,159.5526775,106.1649971,76.46091029
0,54.46304627,89.5877576,86.75362254,21.68224057,35.6071896,162.3306361,102.1409616,73.84910148
0,54.42048253,89.57287383,86.44695255,21.97995664,30.63413502,164.7398401,96.39395001,70.08553902
0,54.17055512,89.51993543,85.31688993,20.54131129,27.59221319,165.9856855,92.9012438,68.11357892
0,54.22230564,89.03709538,84.99683838,19.58902772,23.08468942,169.9177033,88.42745634,65.12185201
0,54.29410566,89.04358622,84.3759983,18.56484566,19.28364361,172.2801883,83.01568702,61.4723062
0,54.2123192,88.68880371,83.68999206,16.90072953,16.46114754,173.7052791,78.71545629,58.5668748
0,53.65056626,90.46098263,82.67594442,16.13779078,14.48939308,173.7113643,74.42137658,56.64302988
0,54.05378552,90.57098846,83.01892776,15.71833566,11.82393876,176.2414701,72.86239817,55.4671739
0,54.14487089,90.59085674,82.7161384,13.72779429,10.6206542,176.0599557,70.72264742,54.84857928
0,54.5361643,91.32874119,83.12849772,12.29786349,9.758972105,176.0198525,69.41481622,53.75861852
0,54.53494135,91.52120221,83.16453049,11.12640737,7.841522387,176.7687643,66.66617556,51.97166378
0,54.64496616,92.19581516,82.82722753,10.2448856,6.490097576,177.8262764,64.97473632,50.5550489
0,55.18058728,92.61209066,82.50514513,9.037559834,5.954450039,177.9814645,63.23435822,49.53506246
0,55.22828279,92.70988449,83.08478745,8.85205608,5.304932838,178.5975238,60.75740919,48.53959829
0,55.42274104,92.80480988,83.21607622,8.968857708,3.61594576,179.5737417,59.52023261,47.54848798
0,56.75003572,93.13311282,83.70900857,8.956929334,2.057588168,178.160495,58.50264176,47.54598371
0,56.70496496,92.53578666,83.14834982,9.027668975,1.05657891,176.8597086,57.29793782,46.56548486
0,57.21249931,92.48115324,83.14513766,9.024671523,1.221600175,174.2761867,56.43532758,46.92607899
0,57.63218982,93.52436766,83.4989962,9.212758119,1.408552245,173.8385247,55.88020381,46.30886094
0,58.06886217,94.24749835,83.66888677,9.454601809,1.524583711,173.9465967,55.42823523,46.01879249
0,58.06570137,94.23208469,83.6758886,9.623183765,2.740822721,172.8305824,54.60939311,45.15945411
0,58.23599153,94.40636749,83.55013497,9.573487871,2.743857948,173.1820516,54.01813886,45.13205667
0,57.82750232,94.49503643,83.1057305,9.796293792,3.110089413,173.0004301,53.64365673,44.74362523
0,57.63918883,94.40477352,82.61437222,9.855674917,3.7185078,173.3094944,52.64565287,44.59261018
0,57.60236303,94.77926433,82.38638096,9.935797541,3.646353314,173.8094857,50.89018829,44.57937921
0,57.4490395,94.79911769,82.21438756,10.2312508,3.63513117,174.2979067,50.43661816,44.40693639
0,57.49060727,95.47464071,82.50894989,11.23987998,3.603303335,173.7086716,49.85394257,44.2836832
0,57.55821606,95.75834694,82.66642744,11.46965854,4.29284995,172.4725532,49.76701273,44.04196422
0,57.58550808,95.68813251,82.3433944,11.40857767,5.109971509,172.1983818,50.36172374,43.22230792
0,57.5775975,95.39292821,82.38431693,11.38682214,6.055149079,172.1584505,49.80660536,42.60446196
0,57.64189435,95.28865872,82.35066717,11.60418647,6.705923457,171.9250124,49.62135233,42.35395763
0,57.8676621,95.60039317,82.3611712,11.46518888,6.891353993,171.6711999,49.68626016,42.33862414
0,58.09309599,95.76253093,82.31370052,11.31144472,6.887666712,171.6046228,49.55658307,42.35101802
0,58.02335233,95.65623431,82.26006174,11.09848523,6.727151527,171.1830466,47.34142895,42.41387538
0,58.13344784,95.5544669,82.37219092,10.86320882,6.548252078,171.1586388,48.28929229,42.44322625
0,58.30138179,95.44014797,82.5929013,10.65580859,5.959469872,171.3721624,48.8089808,42.46232312
0,58.48306879,95.39655616,82.92323897,10.37444348,5.089661907,171.0444591,49.32124837,42.48261546
0,58.59472174,95.4351847,82.97765936,9.97846273,4.929699922,171.1625802,50.04251742,42.53341959
0,58.65232875,95.6038927,82.66355299,9.674010707,4.803554493,171.3288926,48.06746362,42.50738189
0,58.70353859,95.07814785,82.68430386,8.791815657,4.75529533,171.807092,47.88896575,42.11526978
0,58.56971567,95.36583205,82.13736586,10.19744907,4.517078616,172.2438121,48.19752169,42.13449858
0,58.08090069,95.36696061,81.60261967,10.72536021,4.691573176,171.6641489,48.36927714,41.98612493
0,58.55106806,95.18349966,81.58582842,9.719056224,3.785910319,171.7046288,51.15124349,42.7409895
0,58.0087923,95.47882133,80.65418815,9.620708947,1.928050536,173.1845621,54.58859799,43.51373333
0,57.78179039,97.08554861,81.318115,11.78224285,1.41071877,176.2907438,57.31808857,44.83624175
0,56.7259906,97.83151083,80.98687497,12.12232736,3.361948036,177.6703308,60.14340128,46.01303278
0,56.0396965,96.90499835,79.6849946,10.74758261,5.182521882,179.6622683,63.30745891,48.08214291
0,55.31046968,95.13230232,79.86698207,11.18597486,7.043657778,177.6367931,65.14799047,49.43600449
0,54.70504841,94.05054217,80.30741178,8.976061854,10.59600254,174.8084355,69.46447664,51.67348019
0,54.83297698,93.25444834,81.34015954,9.78194,14.06193305,173.0919429,75.35114845,53.12435071
0,53.73267088,94.60827687,81.32113207,10.96300524,20.6928235,169.3844923,83.1996337,57.12451752
0,52.34482277,93.64788332,81.92754634,11.62532957,26.68943919,165.3806735,88.80768691,60.67222586
0,51.94295186,93.26516524,83.36664659,12.67021292,32.01893624,163.3514174,95.63490372,63.30758098
0,52.1288171,93.83337892,84.39604858,14.03424664,37.34218542,159.9955828,100.6491664,66.7595512
0,50.76077927,92.5732997,83.56742241,15.57686679,40.28345466,158.405623,103.3668195,68.35828123
0,49.53169409,92.09490399,82.75462378,15.5158299,41.90450889,158.343132,106.9061965,69.99760247
0,48.30337174,89.31523397,82.48937929,15.86708506,42.57761344,157.3881867,108.5529257,72.87972611
0,46.35083012,86.26740626,82.10195123,16.63975641,44.58258785,154.807628,110.4522461,77.16645955
0,44.67683036,83.13205542,81.4757572,16.39362165,47.64710724,151.3051975,112.493055,81.82565743
0,43.43826294,81.1470237,81.66942157,16.49893991,51.49294078,149.1484569,115.4938029,83.52012164
0,42.7199488,78.66617424,82.2134876,16.41155577,54.20896833,148.0331714,119.9124454,85.42153662
0,42.01333369,75.53478,83.42916187,16.32477534,58.09964909,145.8199548,123.7107964,87.61620559
0,39.50161515,72.09054074,82.02963371,13.77429778,60.48918934,143.8006149,126.9192827,91.92750886
0,36.8201459,70.48185079,81.02582018,12.62192575,62.38744751,140.8936417,129.09206,96.11094722
0,34.08823509,68.16670512,79.70480835,10.84125244,62.77586321,138.410124,130.6994209,100.6684008
0,32.01225781,65.69423158,79.5827043,9.345967615,63.93330329,135.1799961,133.0488057,106.3797095
0,29.75913006,65.15599274,79.05081026,11.18813677,64.94596989,133.5408183,135.5942018,109.9199971
0,26.66362107,60.16005727,78.68712383,11.8103063,67.11192171,132.4274337,140.465677,112.2282539
0,24.15803494,56.78340322,78.96226524,12.70893984,68.8272592,129.1082106,145.0349353,120.1008714
0,20.11387724,53.85349991,78.25132343,12.02725148,73.75907841,124.5804817,150.850937,125.760958
0,18.7230075,51.72449742,78.61399423,10.06557046,77.71293846,120.405307,156.838712,132.7856104
0,17.81918079,52.48480674,78.04280578,12.58031642,80.27912754,117.3231719,161.8459014,140.2948399
0,17.14283959,50.01179573,77.92793769,12.26652151,83.31066079,113.4817795,164.4733269,144.3594422
0,15.93182685,47.54823787,78.61867615,12.06941189,86.96214704,110.7970253,168.4720404,147.0999964
0,14.44941296,46.12245522,79.14997392,8.171496783,89.92864446,108.6962576,170.9592235,149.3956172
0,14.17672875,44.60055609,79.82675175,8.007185938,92.49853907,107.4770368,173.9620358,149.7447789
0,14.47084901,44.87155041,80.95936488,7.557857115,94.26405753,103.1426275,175.6135904,156.0101236
0,14.23669916,45.25092461,81.61888876,10.8005139,95.69109036,103.2933834,178.9551049,157.2979618
0,14.07502949,44.23936432,83.20685985,11.17669656,97.10936484,102.1725304,179.8947382,156.9897367
0,13.95741322,44.37043668,83.00300586,9.14710121,97.65940156,101.5571338,179.4253518,157.9847628
0,15.14331364,44.3792048,84.97746573,6.003573359,98.45120174,99.88963282,178.5200697,160.5592397
0,14.75260048,44.69818598,84.79605722,5.540296509,99.12081196,98.62548291,175.9517518,164.6125765
0,14.10049426,44.44207145,84.49433521,6.594456273,99.84580269,98.36657773,173.8015763,166.5978943
0,13.95055332,44.39858802,84.42856051,7.37324448,100.4732994,97.55122822,172.1729782,168.9000047
0,13.64424268,43.9086537,84.37012959,8.393371914,100.8664602,97.28318817,172.1847245,169.2530061
0,13.20015636,43.24534691,84.27555478,8.541975825,101.1354317,97.08243864,171.9090943,169.6091817
0,12.99435246,42.53435331,84.34271745,7.597560514,101.0772005,96.96506603,172.1937017,169.7624842
0,12.95321969,42.26298917,84.82031523,6.614079374,101.3931157,96.76151147,172.0139557,169.5774929
0,12.22826251,41.43220432,84.77550693,4.831687678,101.3811952,96.59444523,172.2784502,168.9646437
0,11.60284513,40.10015928,84.34759025,6.083605844,101.1863729,96.52208913,172.1281794,169.1585438
0,11.47189914,39.4599752,84.28579278,7.845076781,101.0738421,96.41345152,172.4405825,168.9369256
0,11.29360205,38.74407598,83.98203169,9.320503469,101.0288384,96.45476726,172.6319145,168.8874916
0,11.34799117,38.02635605,83.88905537,9.526854016,100.7800378,96.3813581,172.69719,169.0968728
0,11.09087978,37.63346257,83.58456289,9.327321584,100.7850859,96.3546624,172.658946,169.0333539
0,10.89159814,37.65582046,83.34806657,8.663942415,100.7435816,96.32339871,172.8376351,168.9857625
0,10.72386612,37.76049877,83.10402758,8.07414795,100.6099022,96.37786082,173.0845003,168.9331727
0,6.583366502,37.55915801,77.62536768,12.29467757,97.28613226,96.1789352,179.8639978,173.1494991
0,7.041813298,37.16641557,78.27434534,10.55894693,97.14793367,96.6851235,179.8967971,172.8114308
0,7.543851582,36.83162569,79.04283068,9.818037327,97.02358872,96.77082002,179.9960378,172.1279307
0,7.953008591,36.3794476,79.34495741,9.891625985,96.99133475,96.73255941,179.5904888,171.9503856
0,8.353692358,36.22951862,79.51980647,10.90291874,96.99455288,96.44872283,179.8800588,171.8257949
0,9.330211125,36.79871382,80.36773278,10.30372328,97.11809545,96.03896544,179.8075845,171.6004482
0,9.830045161,38.51473049,80.78207913,7.188875736,97.09188773,95.71109836,179.6861507,171.7981233
0,10.07726429,39.7623028,81.38276004,6.909461652,97.42315434,95.27463922,179.9948379,171.6526263
0,10.36034166,41.16898988,81.56878667,6.64612385,97.44686346,95.2505381,179.832431,171.3870528
0,11.50310878,41.81800753,82.27977365,6.034691064,97.42193262,95.20500496,179.4217398,171.0678896
0,12.53031761,42.42957577,82.58922568,4.415057626,96.98452062,95.12127545,178.9037971,171.3197245
0,13.33163778,43.29178973,82.18354912,4.670805105,96.20009463,95.0879214,178.120679,171.3583812
0,14.66026575,44.8958515,82.29562951,5.432797867,95.81135478,95.27054416,178.840593,170.4898999
0,15.90403469,46.12456199,82.69808329,6.436398561,95.47112737,95.38301393,178.3746939,170.5130494
0,16.39829403,46.40795222,82.74537221,6.665604961,95.33475935,95.51050544,178.2183871,170.4653779
0,16.78529966,46.53603224,82.73085479,8.060923855,95.30182856,96.10919715,178.2655157,169.2211951
0,17.74996374,46.91846263,82.92760418,10.38948157,95.30276405,96.59641072,178.0753176,168.7706906
0,18.38191438,47.06196044,82.92066739,13.45184518,95.39811151,96.93096935,177.8871722,167.8182322
0,18.78594932,47.51016228,82.9539528,14.9105273,94.91472909,97.83935624,177.1802232,167.2773474
0,19.09125802,47.64804514,83.01022772,15.39336478,93.82303702,99.18634181,176.4583155,166.6225468
0,19.32702963,48.22132961,82.7443506,16.06843558,92.56018753,100.3722991,175.6909446,166.1542518
0,19.79885013,48.42924506,82.74796252,17.16704959,91.84259768,101.5782536,175.2916023,164.4579838
0,21.07676171,48.84422137,82.71136158,17.36609202,90.09586645,102.7669709,174.0557843,163.4315031
0,21.87180351,49.79114213,82.71026472,18.37516474,88.42277312,105.5460922,173.1359896,160.5516657
0,23.73105797,51.56554043,83.35068142,20.48744564,87.23156541,108.093814,173.4322338,158.2819154
0,24.18446825,52.50087011,83.68262422,19.481088,85.82556338,111.4338315,172.6711425,154.4629409
0,27.01897798,54.5027685,84.59796258,21.66156841,82.80403337,116.2375092,170.7451846,149.4864564
0,28.72616951,57.16116133,84.6903256,23.37418287,80.88291244,121.3174934,170.3163689,142.884685
0,29.12927547,59.0814687,84.37243814,25.71782316,79.75959186,123.2825558,169.5302483,141.6436629
0,28.51567589,56.96894968,83.06111047,24.54584924,78.62746505,124.5636274,169.1031655,140.4615647
0,28.43784794,57.67429896,82.35168283,26.06817116,78.03870903,126.4035094,167.7803343,137.4596309
0,28.79621798,59.38224752,80.82424076,23.58036755,76.2906922,128.8984657,165.6325758,133.1483773
0,29.18578213,61.6860501,79.60357152,25.04263889,73.0575899,132.4715675,158.7984125,124.9155002
0,29.75169753,62.05115995,78.74639547,26.08928339,70.41963513,135.0112151,153.1530788,119.9645104
0,31.97413592,63.16032024,79.57344927,26.94628984,67.76674845,136.9078733,145.8330902,112.7574942
0,34.37786705,66.0405988,80.92364313,27.96615988,64.22598355,139.2868361,138.2547154,106.2732129
0,36.87418277,69.34216296,83.60259844,29.17873969,61.33305566,141.3504031,133.3089191,102.8543265
0,40.00597388,70.04606113,85.55723855,29.18237587,55.98625906,144.0703348,125.9486547,98.47620341
0,41.42311895,72.85008829,85.89549765,29.26346788,50.07111913,146.8526647,117.3336517,94.14357861
0,42.39096559,75.53154537,85.74363214,28.27992837,44.89603424,150.1845424,109.3996264,88.33934631
0,43.62470305,79.49148782,84.4023661,26.55997339,41.42356705,155.2223098,105.9291959,82.92057528
0,45.19890346,80.72754749,85.1969795,25.01255817,40.19680353,157.3670662,103.3955902,78.96185686
0,45.77920829,80.57580175,84.86950903,24.04159165,38.55057065,159.2924593,101.9838527,75.48433808
0,46.95259389,82.37061436,84.75314213,23.85058754,36.01030068,161.502976,99.33404168,73.23342807
0,49.1294743,84.82456592,84.88420117,25.04981551,34.72956205,163.1017875,98.23297472,71.92516881
0,49.54826392,86.89206287,85.07786032,24.04772544,35.27916749,162.5995336,97.93543656,70.75317739
0,50.13461675,87.51121133,86.30621937,24.36524338,33.39853122,163.6992002,95.98733004,69.35489309
0,50.81126916,87.68020301,85.70543651,24.39816282,29.82078395,165.8211343,93.6147379,66.9891576
0,51.56523109,88.77165278,85.53680941,23.18466073,27.50414059,167.448743,91.71937931,65.32008853
0,51.90915748,89.17835142,84.71214475,21.6669885,23.05653514,169.6521305,88.04492353,63.38911075
0,52.61119265,90.5698911,84.74168152,20.48616548,20.86139824,170.8864135,84.65884569,61.07439895
0,52.8273736,91.30904558,83.66867574,19.86755213,17.68266998,172.8666803,79.72809656,58.82632357
0,52.67762265,91.94445206,82.3619161,19.31318968,14.85965626,175.0572837,76.27423934,56.00530925
0,53.0214082,93.08703259,81.32452946,18.25047177,13.00275661,176.6521544,74.36487992,54.60849077
0,53.86422784,93.94464141,81.26317677,17.54872222,10.56722746,178.2869183,71.45132732,53.27666841
0,54.74279861,94.10133705,81.32635319,15.61293789,8.892308811,179.2500778,69.3505518,52.33227087
0,54.92466551,94.52719511,81.56659446,14.45629564,7.971099086,179.9059076,68.50037716,51.08915441
0,55.73928034,94.39702019,82.53501983,12.78082055,7.166809717,179.868162,67.07124047,50.13285971
0,55.7394517,93.41183148,81.92592029,9.569798692,6.886655497,179.5708313,65.38390085,49.05825031
0,56.16185004,94.64950414,81.6636004,9.610808458,5.71161906,179.5013515,64.21160489,48.24866265
0,56.90063971,96.58176895,81.49790317,9.912804607,5.174970082,178.6991134,63.8078724,50.3359081
0,56.83883468,96.17337966,81.8424793,9.4217404,2.779265544,175.6676968,62.51244244,48.56528559
0,57.0457594,96.51506207,82.14703611,9.015822795,0.319085163,173.1057631,62.04418633,47.29967436
0,57.5468778,97.35670974,81.66111264,8.1761014,0.443334278,172.6802746,61.36919333,47.57556
0,56.84296174,97.40504597,80.48181819,7.759517507,0.504032067,173.8639754,59.99549764,46.56819331
0,56.55739162,97.00551861,79.97508224,7.282935896,0.886702108,173.9465056,59.59546332,45.41832286
0,55.96994068,96.39462492,79.30179218,7.789846015,1.902736518,174.0724567,58.56879302,43.79073269
0,55.92786865,96.08288262,79.03425445,7.593997716,2.814227281,173.4417401,56.4758254,43.7119495
0,55.81454966,96.17865906,78.730087,7.512892391,2.607745189,174.005389,55.64965069,43.96844395
0,55.55397884,95.987204,78.81024315,7.585519549,2.650762386,174.2915295,54.54550693,43.88720243
0,55.58184193,95.91978714,79.55400542,7.308323336,2.924040339,174.0260587,53.93466377,43.56955494
0,55.42766731,95.89602963,80.00453008,7.286599071,3.203387884,173.6401893,53.21875679,43.46197936
0,55.21056067,95.76251269,80.13908019,7.110881472,3.393442007,173.8184916,52.45533242,43.32492172
0,55.32464134,95.60664792,80.43365992,6.765437674,3.64686488,173.1682128,52.42929642,43.49620238
0,55.45380622,95.35674263,80.51584664,5.933455251,3.732628465,172.7007738,52.42137294,44.46484697
0,55.58647922,94.81668211,80.75510429,5.997180421,4.059832982,172.2975154,52.37975057,43.90165458
0,55.64406397,94.37353207,81.07503655,6.178292865,4.413691105,171.8546251,52.42516056,43.61957491
0,55.64316095,94.46483918,81.50151761,6.961077977,4.374298587,171.7013005,52.56248407,43.48158086
0,55.96701159,95.08868082,81.89800073,8.254460641,3.98333178,171.855279,52.83239274,43.58093683
0,55.83968029,95.38413626,82.46666832,9.39961188,3.583258046,171.9358492,53.09818496,43.61231703
0,55.3472064,95.39943233,82.06618991,9.287840325,3.391947978,171.5164556,54.26233672,43.61429628
0,55.10327382,95.28729625,81.85016023,8.264418713,2.718828776,171.4900049,55.75277503,44.02851769
0,54.0445445,94.2914528,81.89242814,7.845360501,2.723462033,170.6513697,57.59705245,43.94844176
0,52.99414077,94.87823152,81.42315592,7.772036126,0.702741362,173.6837641,59.11845251,44.56714833
0,52.58987899,95.59870515,80.67278244,8.016526391,2.308030061,178.0146685,61.08486318,44.79565506
0,51.69136769,94.15296974,80.53580408,6.580206607,4.852911551,179.4808202,63.77712278,47.33381169
0,50.89912456,93.73671423,80.56050074,7.688541476,7.14349757,177.1398087,66.40925221,49.03282063
0,49.62783016,93.73896665,80.40445385,8.539963387,10.01017601,174.7239798,68.19009027,51.05172519
0,49.1965281,92.94602893,80.55805503,8.190038037,12.447049,172.3479622,69.34168328,52.6722621
0,48.42188144,92.83642974,80.2315896,9.467131355,16.49906279,169.1603876,72.90130749,55.11728758
0,47.16025873,92.11698389,80.41752443,9.801970384,19.9220021,167.4379873,77.35461821,58.08502542
0,45.85051086,92.76695077,80.81731971,11.31827979,25.4302658,164.8930117,84.27958989,60.97892092
0,45.02621161,92.90039402,80.62696963,12.43031143,31.81999748,161.8482685,91.77167025,63.53982604
0,44.15526001,91.06892269,80.89536943,14.11780326,36.05557176,159.2864629,96.02092161,67.30276814
0,43.76371916,88.20624084,81.13408448,15.14561479,39.73420801,157.2059375,101.4033782,70.21276012
0,42.20272682,84.84137128,80.72331045,14.56231608,42.16084327,155.1008861,105.5583473,74.81676035
0,41.77612043,81.74756395,81.74258681,15.00666653,46.9622837,152.4453041,112.2300586,77.83769317
0,41.31194646,79.53575692,83.0039073,17.0528046,49.37300311,150.7025905,115.1919676,79.99457917
0,40.0861482,77.46574811,83.0579275,18.4605812,53.85493893,148.3415046,120.0281932,82.91984577
0,39.78993782,75.51505149,83.15616665,18.27481029,56.83465188,147.457274,124.2904817,85.35153293
0,37.56678857,73.02358305,83.27599904,17.34208724,60.63239321,143.5919653,127.2741821,90.50643059
0,33.87116544,69.94279893,79.69898902,14.00190463,62.24265633,141.7750159,129.3196783,94.11124673
0,31.92553776,69.91494993,80.04993032,14.2714938,63.01698935,140.149545,131.3511155,98.54495614
0,30.77321042,69.22684696,80.75303163,15.87681091,64.54081562,138.3150223,135.1138188,101.0630859
0,29.38209877,64.77783656,80.45275118,14.93955094,65.09385777,136.3310832,136.8479623,104.1158604
0,27.66768542,61.33830034,81.13601311,16.09803077,66.14860343,134.0393643,138.754967,107.5857218
0,24.73849368,57.845121,78.35856487,15.27984395,67.81495504,130.7429494,141.8857147,113.001978
0,23.0086107,54.65983736,79.32540962,12.13896607,70.30756973,129.1447866,146.0532665,116.2432614
0,21.26491679,51.96992725,78.27098873,11.58100013,74.33618269,125.7423274,153.0604568,120.1157805
0,20.40400324,51.47450686,77.16548021,12.72474006,76.37003746,123.7660835,155.2091268,123.2302848
0,19.34844777,50.87504194,77.17099722,13.82878088,80.48132851,119.1772244,159.0024114,131.2713094
0,19.2639604,50.16411176,77.88119548,15.15344795,82.34862926,117.2318579,162.2546141,134.890059
0,18.12821162,50.0571537,77.76072573,15.64701498,86.02030807,114.1054067,167.4241601,141.5068453
0,17.05708716,47.25997897,76.89307099,13.24950548,87.86820782,111.5655121,173.1503181,148.9962116
0,16.89378608,46.40659361,77.64740532,13.91262184,89.50068832,110.7389183,174.7890235,150.0621708
0,16.33106508,44.70180643,79.40597919,13.76136494,92.56112673,106.80394,177.9675402,155.0378745
0,15.1952372,45.69196904,80.88006321,13.53451681,95.43079586,103.1732437,179.3266001,159.7352441
0,14.63669174,45.96386406,80.8681963,13.15338125,96.2840347,103.2527553,178.3495207,160.0271591
0,14.13337327,45.64803638,81.17418062,13.46395549,96.15897184,102.1988355,178.5835549,162.5950213
0,13.86615971,43.96079163,81.80952658,13.86433462,96.47247449,100.8206527,178.5858577,165.4404946
0,13.19499028,43.37634178,82.36143398,13.08576426,97.68234763,100.2946633,177.7478787,165.9516676
