Class,Angle_11,Angle_12,Angle_13,Angle_14,Angle_23,Angle_24,Angle_25,Angle_26
0,22.28434444,45.87722556,75.34277383,10.09570479,83.52995191,116.5319993,170.1851543,145.9597328
0,21.07302276,44.07066702,74.80907157,8.542982005,85.35723858,113.9243669,172.5650764,149.9997148
0,21.17627416,43.06572142,75.69085021,7.042408043,86.65759629,112.6419298,173.2720903,150.8827694
0,20.32833983,42.0432466,75.11904028,5.857939445,87.60538948,109.4963355,173.973409,155.3769002
0,20.07278613,41.50164492,76.1576941,7.844712527,89.02653669,108.4422627,176.0581073,156.3335384
0,18.84124565,41.009183,76.32238147,9.782151749,91.04772782,107.7049795,179.0139219,156.1861317
0,18.29995895,40.99108473,77.04230777,9.671262856,92.57027649,105.3137286,178.8982368,159.2103754
0,17.44212289,39.84720083,77.47721359,10.11415191,93.60947274,103.9965053,177.5652154,160.8792131
0,17.1822583,39.5265946,78.62793538,11.682258,95.17854416,101.7904433,176.8759793,163.6574756
0,16.82170722,39.11306553,78.72563554,11.857617,94.59322488,103.3337957,176.6407492,162.9698319
0,16.31290395,38.64748387,78.69675153,13.15781895,95.20196802,102.8903914,176.0923737,162.7610321
0,15.52149334,37.65466906,78.74774284,14.16481416,96.9783852,101.2196895,175.2396325,162.9331745
0,14.77143973,36.72925893,78.70043288,13.98282291,97.26774982,100.4422499,174.8824459,163.4206098
0,14.69574096,36.5862243,78.68558241,13.94237127,97.30674177,99.62020376,174.5514718,165.1223864
0,14.7411249,36.60330915,78.74135341,14.18402942,97.24499731,99.68018131,174.0354925,165.6097605
0,14.43621833,36.6534947,78.74112734,14.24976745,97.34240227,99.58026147,173.7281183,166.0668243
0,16.01477352,38.33640505,77.58991394,3.132572026,98.29949778,94.55796254,173.8072231,179.9638687
0,15.54773643,37.04408045,78.08283533,6.79637572,97.6073028,94.76633983,174.6817939,176.3989881
0,14.97533173,36.15850637,78.37366973,6.321372271,97.56748246,94.06618178,174.8334278,174.9035631
0,15.03324934,36.19028777,78.67232859,6.485234368,97.48573277,93.74224654,175.4259956,174.6712448
0,14.88809536,36.40536585,78.4834458,8.132500576,97.26811011,93.41296111,176.3734944,175.0013416
0,15.28287112,36.67295515,78.81715002,9.730610437,96.64701496,93.47638065,177.0560584,174.8780697
0,15.58100979,36.9521974,78.91647423,9.799452993,96.00686708,93.65654462,178.1034788,174.4880933
0,15.84664843,37.53679142,79.04572041,9.521509949,95.66843633,93.62564752,178.6395536,174.2794804
0,16.1971372,37.99957955,79.07594404,9.501546959,95.21144429,93.74278627,179.3169945,174.0662016
0,16.38009612,38.62938039,79.08151755,8.632213603,94.83574886,93.94180417,179.9059573,173.9170191
0,16.67781927,38.74070275,79.28206306,7.979317348,94.50789113,94.3246867,179.5683704,173.3299104
0,17.17690747,39.08500538,79.66806826,8.022535312,94.18479177,94.51384453,179.0659763,172.9460636
0,17.57594009,39.39206212,80.21919146,8.465911393,94.14882332,94.74765735,178.9874355,172.469741
0,17.89526416,40.05848847,80.3680286,9.605435048,94.07147871,94.92410761,179.1427506,172.2547153
0,18.29159117,41.247368,80.46853748,11.73891692,93.80057693,95.71121266,178.8922769,171.360419
0,18.68845429,42.53296996,80.48782284,14.57065989,93.58187984,97.32202126,178.4145625,169.8898787
0,19.27155787,43.56178063,80.58201963,14.73342334,93.3317125,97.99150326,177.8472282,169.0342594
0,20.1233149,43.5623041,80.67065691,14.82638219,93.10726061,99.57071594,177.724394,167.2691825
0,20.34811891,43.67508128,80.37383475,14.82825379,92.63708359,101.4182944,177.6254813,164.7519025
0,20.56838881,43.48354755,79.64220132,14.1415827,92.15135069,102.3603133,177.2421406,163.150038
0,21.79478805,44.07565571,79.69837646,14.21869425,90.88800271,104.1086641,176.2533107,160.9686343
0,23.08822736,44.69508263,80.11441735,13.23679626,89.59854696,106.5476498,175.7527322,157.7734822
0,25.19996143,45.11632166,80.85290296,12.07262608,86.95127328,110.2510188,174.5714525,153.2645125
0,26.90829462,46.31167749,81.6643673,12.72391345,85.48514411,112.5284693,172.8525189,150.5559027
0,27.49328309,46.62843889,82.38352941,15.10563792,85.17908856,115.7896353,173.0064204,144.7144382
0,29.17858658,48.63618079,83.19472079,18.70397289,83.49402004,118.9461048,171.8912317,140.6961321
0,29.92196353,49.29079493,84.62456898,19.33796478,81.41664725,119.5933719,169.3700069,140.5256093
0,31.01160913,51.25149427,85.78523514,20.39546622,79.23641074,122.3512496,166.9246177,137.6356292
0,31.61592683,53.42205443,86.59330631,22.2255184,77.82830316,123.8496688,164.4027119,136.1179752
0,31.15397422,54.77447146,85.44434601,23.36176545,76.38618313,126.3074793,161.7663182,130.5707651
0,30.94280886,55.23505636,84.36221164,26.13903815,74.40605457,127.8161308,156.4177584,125.07855
0,30.78134779,56.19791046,83.85699767,27.20683975,73.8186401,130.6407798,154.0477174,119.91241
0,31.89699494,57.13599563,84.22263919,28.99476885,70.96164797,133.2169437,149.3249028,116.2050017
0,33.3826156,58.66082536,84.06765302,29.81833551,69.07201232,136.2072786,146.6891803,110.1526491
0,35.54324299,59.9556915,83.45085052,30.30706225,65.21926057,139.4025248,140.4502317,104.9512243
0,37.77768214,60.07351331,84.18094782,31.93170728,63.16207514,141.7149324,137.1403471,101.6687029
0,40.59652171,61.74441412,84.81251033,32.85828926,59.04301989,144.8785174,130.4081971,96.93847128
0,42.9848989,66.60118589,84.62453227,33.37082816,54.22252263,147.223747,121.7496863,91.60270541
0,44.39233494,67.86251493,84.28381508,33.29353636,50.92162834,148.5025191,116.3263272,89.33483679
0,46.57950404,70.24083345,84.87070664,32.05497502,47.91147779,150.7147688,112.8265031,87.11294236
0,47.22607353,72.42341074,85.04581876,26.81667742,44.83065459,152.655514,108.1017951,84.16103995
0,48.50719526,74.22396506,85.2064851,24.04179626,41.57951425,155.572174,103.6710987,80.84142936
0,48.74651362,76.81793183,84.02025358,23.56605865,39.98339581,160.051971,102.3160252,74.82331884
0,49.39129411,77.88278914,84.09506282,21.62487818,39.03271011,161.1405019,100.9735199,73.75788536
0,49.7094457,78.36705833,84.30800085,20.24982462,39.1208702,161.3238374,100.7204192,71.12581819
0,49.44874333,79.6665414,84.83319145,21.18404896,37.45310249,162.9381935,99.1904491,68.85885867
0,49.08300842,79.83790222,84.05453118,20.57265082,36.07540923,163.8301734,97.26641402,66.99846515
0,48.9528296,79.08799332,83.28721197,19.716039,34.53823872,164.3922721,95.14685277,66.32337635
0,49.1988487,78.23969788,83.17144938,18.98135788,31.7850592,165.4377955,92.59954635,64.6076388
0,48.85091743,79.06918045,82.11123697,18.90203866,29.5063338,165.3800337,88.96578793,63.39489057
0,48.64899146,78.5507799,81.59128816,17.70648303,26.49697773,167.0869056,86.7620176,61.87203912
0,48.79750858,79.62213262,81.83092588,16.00096964,24.02277097,169.6353819,84.95820019,60.18225372
0,48.64379139,80.87770214,82.29983574,15.66214497,22.46379823,170.7990213,82.60582575,58.50943652
0,48.68545644,81.66118703,82.50690675,14.95444642,21.16473876,171.1669751,80.45624034,57.76966641
0,49.34411692,82.56120463,83.55498989,14.00165007,18.97651833,172.5187106,78.30202659,56.37272972
0,50.30602523,84.17104517,84.10524248,14.56298968,15.7922674,174.6181364,75.24415313,54.62119294
0,51.00246819,85.40774423,83.78287019,17.1101235,13.16105365,176.4034895,72.88492403,52.67269028
0,51.41332938,86.09325682,83.67959135,17.03319648,13.00961363,176.4649148,72.22244017,51.57090475
0,51.62195538,86.64749272,83.43970522,16.92265667,12.37378626,176.766943,71.41569629,51.46446272
0,52.11641043,87.04733777,83.481252,16.21880354,11.17941188,177.7163222,70.80692724,50.91737882
0,52.64967998,87.26707713,82.92667177,16.25111695,10.60730152,177.7242429,69.98593054,50.54049028
0,52.48414553,87.62808325,82.65150753,16.46498425,8.91557694,178.9279451,69.0334373,49.748732
0,52.2686957,87.9915665,82.26437668,16.00054504,8.679931032,179.1227518,68.92811117,49.46019656
0,52.14346597,88.24703153,82.36041935,15.57334957,7.853778254,179.4339383,67.82060192,48.70289495
0,52.0133148,88.58903708,82.64665294,15.04114875,8.102512262,179.1486112,67.52289701,48.559069
0,52.26379921,89.06318202,82.69017415,15.26758207,8.285718677,178.8187832,67.096878,48.37041877
0,52.83177419,89.2945742,83.25253649,15.21401709,7.672074299,179.3309036,66.30966538,47.80248918
0,53.47509836,89.52117512,83.74794215,14.60162915,6.692073394,179.9515068,65.97267641,47.69467294
0,54.21926387,90.04051838,84.25347329,14.22686422,5.664524001,179.2743345,65.10143828,47.62420498
0,54.58594165,90.55304674,84.40497283,14.2092709,4.845311846,178.6413603,64.33499638,47.87347318
0,55.01723919,91.29441162,84.33870173,14.92783873,4.59895233,178.3413048,64.02960407,47.92635343
0,55.29849847,91.54467604,84.4196059,15.05855433,4.15003497,177.6321041,64.09912397,47.99565187
0,55.5280397,91.82028542,84.61035272,15.33335454,2.912362152,176.2827679,63.26127767,47.73425661
0,56.00863429,92.65346116,84.71259855,15.88851113,2.052652621,175.6582677,62.28262338,47.44015685
0,56.03052457,93.14483791,84.20472764,16.09032314,1.442894427,175.2077329,61.84065007,47.08752155
0,56.29035364,93.42159287,84.21006001,16.18433146,0.092031441,173.9651189,61.49695605,46.75469933
0,56.41536748,93.56340259,84.50187526,16.50829595,1.350113392,172.8956749,61.37512694,46.01144956
0,56.80172496,93.85751598,84.61726083,16.48911502,1.922839583,172.0330488,61.32399462,46.80627655
0,56.90504862,94.07229391,84.79766232,16.1198981,2.389174678,171.2161622,61.84693982,46.88125792
0,56.39251551,94.12802212,84.86035995,15.93782245,3.104233418,170.7243073,61.70490282,45.68638281
0,55.84582541,94.15282847,84.79670987,15.71183509,4.461315489,170.1246535,60.58344769,44.7735777
0,55.45669384,94.47283603,84.44102489,15.36616807,4.289397793,170.8280967,59.7169158,44.1980865
0,55.2664141,94.68875811,84.10615183,15.15135765,4.904865329,170.5677121,58.22994931,43.26687534
0,55.37659629,94.99900779,83.82703847,14.72966362,4.996875347,170.8905135,57.51497443,42.24119493
0,55.27092871,95.24066648,83.41636206,13.98451866,5.107800071,171.1215629,56.44896236,41.68813503
0,55.05644341,95.45004158,82.93003434,13.38419218,4.974951094,171.6549188,55.30263187,41.43640207
0,55.39712761,95.62085571,82.25207219,12.33322818,4.367824148,172.4494838,54.42864796,40.92687699
0,55.89125293,95.78071961,82.27396393,11.78894901,4.041090602,172.8747681,54.32385019,41.43967885
0,56.14345161,95.83742978,82.26917143,11.55451779,4.109241256,172.9741243,53.67773316,41.49019717
0,56.5531939,95.75524881,82.60861618,11.44610464,4.218317339,172.7566476,53.80803111,41.55081522
0,56.79252404,95.82384304,83.02918128,11.20757654,4.089601454,172.3456073,54.16206016,42.04766726
0,56.74110277,95.78492759,82.82943515,11.2580621,4.238571833,172.0660129,54.29842795,42.13171205
0,57.49370219,95.63645341,83.15504975,12.13183479,4.545739689,171.4531242,54.68428949,43.69845461
0,57.67870864,96.04713941,83.60944341,14.1095408,4.728722463,171.1110451,54.40746743,44.45281567
0,56.72696779,95.35931082,83.37614473,13.9246027,3.473733843,171.9837812,56.25610853,45.36994348
0,55.73656872,95.06330407,82.14930349,14.23897248,0.882548879,174.645888,58.35079725,46.0992064
0,54.68904844,93.74749588,81.79492387,14.49516874,0.836668998,175.8333284,60.84558354,45.91240322
0,53.57618532,92.25160137,81.36471762,12.91359723,3.263352842,178.0570566,63.1325967,47.61885077
0,53.13143038,91.82370495,80.28132392,12.48306,5.634589517,179.4532678,65.57266302,49.32705285
0,53.01570955,91.89852525,80.8463055,12.48948498,8.992648314,175.6400004,68.99554391,51.50450916
0,53.645498,91.61955999,82.60690634,12.77512133,12.09496641,174.5640843,73.86844471,53.67213621
0,52.89606219,91.50541494,82.94221427,13.03853914,16.47094822,171.5672031,78.60070359,56.86942085
0,51.30212184,89.95013293,82.57767448,12.96500383,20.01437481,170.1357595,84.31591797,58.68909678
0,50.650331,90.90481005,82.92752842,12.67057513,25.1564593,166.6656299,90.14018325,62.15297445
0,50.98215575,92.24990914,84.27934942,13.58189214,31.19821002,162.4581,96.00117328,66.80643689
0,50.61375686,92.27746405,85.68424587,15.25891867,36.8119902,157.5325497,100.6439736,73.04320742
0,49.57963506,89.64247286,85.61751922,16.90835626,39.16968023,156.0283659,104.8644244,77.0916483
0,46.71856205,84.38216621,84.6163772,15.53788363,40.66108271,155.0093552,107.5553704,79.79893093
0,45.44979887,81.91416731,86.08833095,16.96618267,45.04635297,151.5429168,111.9114444,83.94465509
0,44.36052507,80.14730034,87.26666397,18.12230829,50.23330081,149.6808415,119.7307478,85.4636145
0,42.68515433,76.06820495,86.1677487,17.29990228,53.82113898,147.0612115,124.324127,86.56534065
0,40.554485,73.20123367,85.31577016,19.50010804,57.51249818,144.532266,127.8451892,91.07889883
0,37.84661568,68.44148696,82.82065388,18.18283824,59.19443682,142.6445239,128.8821163,94.51641683
0,33.88992616,61.46535334,81.27026659,15.49568358,60.25580472,140.7922919,130.092833,97.98323196
0,29.13801399,57.51382038,79.566615,17.80718517,61.99036747,138.4195569,132.3637951,102.2529559
0,25.63023526,54.28632992,79.54031336,18.66043545,63.37248527,136.3890126,135.1276653,107.029172
0,21.56237788,50.29676384,76.65037464,16.53821149,64.91392356,134.0205673,137.7897947,111.6495468
0,19.5848768,45.56680772,75.99032829,12.91398421,66.30964463,131.4782689,140.3139196,116.3202425
0,17.65315132,39.7618306,75.63975834,11.08192941,70.86893344,127.066463,146.475961,121.5851152
0,15.17137328,36.02198488,74.95122881,10.28037332,75.26867255,123.693037,154.3856758,128.3552951
0,13.47896295,35.21722088,73.54541865,7.896869421,78.06464249,120.9681196,157.8919461,132.8976827
0,12.03997614,36.64290854,73.00074759,8.860414996,81.18618011,117.5928293,161.180704,138.3850975
0,10.55821504,36.18409044,71.52655219,14.6294283,83.70036749,116.4169623,164.579174,140.9091401
0,9.543256103,36.12531215,71.45455679,18.26396626,86.09019469,114.9050066,169.1947969,144.2634878
0,8.13437241,36.91353043,71.82063804,15.47679884,87.85867487,110.4338237,172.7586107,153.6703846
0,8.072495207,36.53151923,72.89460523,14.06648367,89.87043866,108.6056069,175.1374095,155.2388536
0,6.938097119,35.6418194,73.29621851,13.0063989,92.26388984,106.4878965,177.3342498,156.7178179
0,7.547045672,35.26600184,75.09178479,9.357147209,92.74978692,105.6420854,178.2797058,158.7418006
0,7.530371169,34.45673004,76.0257409,11.07043014,93.82103101,104.5626621,179.8382608,160.0932861
0,7.001571192,34.00812682,76.38350866,14.47009948,93.15869777,104.7689755,179.9902592,160.8482837
0,5.309021553,32.07779871,77.11477294,20.22533556,94.17528134,102.8970262,179.0378884,164.0544845
0,3.444521337,30.87750756,75.57246749,21.35295251,94.32573159,102.428999,178.3278918,164.5234653
0,2.206813678,27.74311126,74.89317049,28.72068239,95.44670891,101.678034,177.4658738,165.2326193
0,0.641110315,27.16348649,73.92834186,31.34112327,97.71521697,100.1234634,173.4506171,168.3109906
0,0.649782185,26.13727779,73.27852153,33.05868278,97.61522983,99.368102,172.0898505,171.0589783
0,0.843529187,26.74224523,72.69282914,21.52796272,98.22974843,99.58438918,170.4053343,170.111736
0,1.666089309,27.25268406,71.79488977,17.63456336,98.27851448,99.84437007,169.4325854,169.6746341
0,1.759327749,27.24587925,70.94166498,14.68922739,98.06032565,99.78743662,169.3934895,169.1751203
0,1.418216213,27.11239906,70.91996678,11.93449043,98.60783432,99.30121743,169.261896,168.7260243
0,1.668607079,26.78593745,70.68605434,9.799591603,98.70757361,99.12421999,169.3475658,168.6464986
0,2.06759673,25.92338234,70.58091053,8.755727296,99.07492485,98.80393838,169.287971,168.5919839
0,5.238426448,21.47896476,68.40777882,14.26054679,99.5762496,96.88601525,171.942594,177.4674752
0,4.346307348,19.59867377,69.13242117,15.73393689,98.28441402,97.33929143,172.8554241,174.0854137
0,3.384341747,19.77094946,69.77742929,13.63162409,97.50298538,97.44807637,173.8019843,171.7777887
0,1.55052882,20.19281912,70.99982347,13.27561422,97.15568176,97.73721877,174.3792097,170.4016071
0,1.039713164,19.42739739,72.76150924,25.77334913,96.51719412,97.91015223,175.2821509,170.2184171
