Class,Sequence,distance_11_13,distance_12_14,distance_23_11,distance_24_12,distance_25_23,distance_26_24,distance_27_25,distance_28_26,distance_11_12,distance_13_14,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle
0,1,0.110593124,0.10130172,0.19579995,0.182556276,0.158514893,0.140019652,0.121213625,0.12910001,0.150798877,0.1588136,169.8305774,175.273523,3.245149724,22.69292859,169.8132514,165.5423576,169.327322,159.9827018
0,1,0.109607192,0.101874585,0.195509835,0.181346529,0.157916814,0.139436876,0.121159233,0.129534062,0.150367688,0.159037584,171.5159347,175.7807659,0.702531736,24.73090882,169.1278533,167.4301444,170.7611751,161.9137857
0,1,0.109735874,0.102188966,0.195460124,0.180671359,0.157840716,0.138276175,0.12864399,0.135757619,0.149594624,0.157427906,174.5619612,173.1921134,2.275527176,26.48954651,168.7232365,169.6930077,171.2611379,163.411966
0,1,0.110140425,0.101502995,0.196090817,0.179684773,0.153069369,0.134615024,0.139354177,0.148436725,0.1485345,0.154724091,173.164266,171.8786492,4.015786258,27.87442981,171.9828268,165.478269,161.981988,152.5094599
0,1,0.11186531,0.101051809,0.199150437,0.179000096,0.151363131,0.134893337,0.14509909,0.15156939,0.14333994,0.148905181,171.3705487,169.5947664,4.73777236,30.11206815,172.6961002,167.8567523,164.433601,151.2993871
0,1,0.112969477,0.102760779,0.199436105,0.170535505,0.145977744,0.136644165,0.149320856,0.150517805,0.140428869,0.150337481,170.8268447,170.3354051,4.62689146,32.42161311,167.5017018,172.0886027,164.1358595,153.8762398
0,1,0.115186363,0.104269562,0.197893147,0.16679116,0.144677051,0.132707649,0.150326562,0.148745507,0.134955638,0.147099417,171.729597,172.425849,7.481740677,36.20570529,164.0028136,174.7125416,167.4515012,153.988332
0,1,0.114289643,0.102265054,0.194295529,0.162665906,0.140347429,0.130489667,0.152840595,0.150619151,0.134649707,0.149740523,165.764575,174.4755733,8.163251481,38.58129569,163.8730825,178.3683637,158.7036205,152.7668033
0,1,0.119229757,0.107621477,0.195357326,0.164391362,0.14081424,0.132325377,0.148790825,0.148963578,0.133816292,0.15243347,165.8877095,178.4581937,13.47265172,46.50236591,168.4716006,177.9400522,156.2624271,154.1352574
0,1,0.122380355,0.118295321,0.193994935,0.158875557,0.137771584,0.118857614,0.148714332,0.143281487,0.133928661,0.16040262,159.7779182,179.2816293,17.84065891,53.23360207,170.5907619,169.6405848,153.5480328,152.5435815
0,1,0.115094561,0.122840531,0.188935398,0.156762068,0.137877594,0.125453891,0.148895774,0.152502602,0.134338157,0.167784345,155.9226291,176.7756892,19.55880861,56.31257895,172.1677916,164.4982036,156.2776429,141.8893718
0,1,0.114401949,0.121474379,0.188432904,0.161038292,0.141028038,0.130337294,0.146992064,0.15321902,0.132962715,0.162388903,154.908618,174.0386491,24.63504579,64.82052486,172.3068173,154.5789933,156.2318334,136.0663644
0,1,0.113440079,0.127368807,0.188236207,0.164247488,0.140192925,0.130752876,0.14531082,0.150536485,0.130255321,0.161345276,158.0020666,173.865417,30.90696567,70.35645701,172.0285191,151.1639884,153.6115622,135.2854926
0,1,0.113879213,0.132042905,0.188134744,0.166529883,0.141047334,0.131838583,0.144518101,0.151627103,0.127596751,0.155816993,161.3109751,171.7126911,38.32995688,73.42094032,169.73683,149.3497819,156.4358322,132.8487186
0,1,0.120982519,0.142731596,0.187760542,0.166556697,0.14143473,0.130115902,0.143647784,0.152126572,0.12275647,0.150356235,159.814108,170.7342785,46.15994079,75.84478254,170.8867197,150.4943013,158.2074461,133.4467245
0,1,0.136780664,0.150104614,0.188314971,0.171438777,0.142285974,0.130689482,0.143051798,0.151940933,0.120417347,0.134491213,165.9494668,168.6833089,57.16404316,78.56524596,170.0226884,159.6258852,161.6906418,142.1018545
0,1,0.129627744,0.15701214,0.18876305,0.173863294,0.14343392,0.130923589,0.140701878,0.150781346,0.121878289,0.14884225,166.5768068,166.1644641,61.54620275,80.59824925,165.0829379,158.8946517,166.9881236,141.6002591
0,1,0.118179045,0.159974891,0.18719668,0.173539829,0.141488425,0.130693877,0.14135662,0.143451666,0.121815434,0.162405646,174.4689053,167.3760446,68.46693181,81.94447928,163.7624179,159.4334394,166.1895734,146.7207729
0,1,0.140959032,0.155428628,0.185999803,0.172269832,0.139190323,0.131685776,0.14700301,0.142312457,0.120425668,0.133966469,169.6146298,165.5516086,69.10159903,82.20366875,162.4281844,163.0489885,162.6827981,154.2716869
0,1,0.124024484,0.157750439,0.185328823,0.170143299,0.138117304,0.132862508,0.148587135,0.136843,0.122655572,0.156429004,177.1809963,166.0131401,74.87685016,86.53254335,160.8601688,166.6710899,161.1437911,163.6813419
0,1,0.118691715,0.157379326,0.184879704,0.168715239,0.138736632,0.134342773,0.148770553,0.13546103,0.125062484,0.164527957,177.1970639,168.4492862,78.11691011,88.32573877,160.9104962,168.1490866,161.1442976,168.3115644
0,1,0.107421233,0.151442213,0.184784238,0.168690286,0.141319158,0.135845395,0.146709769,0.137281612,0.128863058,0.173886804,173.4433727,169.7481195,80.2445946,90.92802574,159.0241902,168.3471211,164.07202,173.7569005
0,1,0.108247118,0.148130611,0.184510433,0.168695379,0.14175474,0.136259799,0.143036443,0.1376444,0.130824984,0.171814409,172.7984958,171.4729282,82.4376595,93.50280504,160.3764423,169.594447,165.4522826,176.8689795
0,1,0.100055422,0.152032645,0.184916414,0.168105545,0.144176496,0.136495021,0.140189886,0.13678517,0.132598143,0.19312044,169.7335258,169.8739961,95.88623212,95.1843983,160.228884,170.2078099,165.9657717,177.7879253
0,1,0.092717135,0.151841201,0.185236927,0.167936162,0.145994948,0.137563777,0.14144552,0.138618958,0.133356517,0.202674713,166.3481412,170.4833006,100.3377387,97.20022429,158.8798856,170.4691282,165.2517781,177.7488754
0,1,0.091423499,0.151887207,0.184094689,0.168026191,0.144312228,0.138231262,0.143520451,0.139457811,0.133862851,0.207194512,163.5574732,170.2886919,104.0428221,97.90648397,159.5244389,170.888251,164.0072934,177.8581421
0,1,0.092013614,0.153242558,0.184148014,0.167643878,0.143720761,0.138782114,0.144345094,0.139854248,0.134573986,0.209461554,162.7595898,170.9316329,105.7127617,99.3783865,159.9430819,170.7055339,161.5887499,177.9284648
0,1,0.096563989,0.154625078,0.184272661,0.167075149,0.143629912,0.139317111,0.144225265,0.139815184,0.136416163,0.201252428,175.4527193,171.8773542,97.73799987,100.5468523,159.858762,170.6600267,160.5604002,177.9779041
0,1,0.102271482,0.155138336,0.184095775,0.166757827,0.143491044,0.140961357,0.141879346,0.13942704,0.137970915,0.197018853,178.8175953,171.4298813,95.94005334,100.657598,159.4713585,170.7697137,160.5110883,177.8624011
0,1,0.108492817,0.156198445,0.183975108,0.166755634,0.14363971,0.141729955,0.141019927,0.139830364,0.138506049,0.202660074,165.6133576,171.0323192,105.2566798,101.0304405,159.3274317,170.8566506,161.0027993,178.1809926
0,1,0.109681321,0.157686496,0.184007359,0.167829786,0.143534947,0.142653178,0.141053276,0.139805503,0.139387689,0.205243104,164.96605,171.0281807,106.3776632,101.4213524,159.2534227,170.9014134,161.3278439,178.622858
0,1,0.112722596,0.15816257,0.184899748,0.167895781,0.144182187,0.144453826,0.141346595,0.140068495,0.140124076,0.201430962,168.2170359,171.1865896,104.1318151,101.7647534,158.5166182,171.2759115,161.8688894,176.5154832
0,1,0.118528474,0.156811029,0.186504612,0.167195472,0.144545829,0.143260896,0.136233744,0.109585252,0.141030332,0.195096991,169.7854487,170.8356814,102.0502994,101.6683951,157.3841041,171.9212628,165.6151385,164.2200392
0,1,0.125580989,0.155211372,0.187697693,0.164752636,0.143218273,0.11926759,0.132418491,0.168264619,0.141965974,0.188515237,170.9935143,170.3644185,100.8799106,100.6823017,156.1692836,103.8233728,168.9552851,179.610967
